"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ22","Advertising, market research, and public opinion polling services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ221","Advertising services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ222","Market research and public opinion polling service","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ22Z","Of which: Convention, trade-fair and exhibition organization services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ3","Technical, trade-related, and other business services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","20"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ31","Architectural, engineering, scientific, and other technical services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ311","Architectural services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ312","Engineering services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ322","Services incidental to agriculture, forestry and fishing","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ34","Trade-related services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","5"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ35","Other business services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","12"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","15"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK1","Audiovisual and related services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","13"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK11","Audio-visual services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","13"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK112","Rights to use audiovisual products","A","Annual","A","Annual","USM","Million US dollar","2021","","","","13"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK11Z","Of which: Audio-visual originals","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK2","Other personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK22","Education services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK23","Heritage and recreational services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","29"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","744"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX1","Other commercial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","181"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX1","Memo item: Other services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","210"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","620","PRT","Portugal","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","5"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","494"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","6"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC1","Sea transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC12","Freight (Sea)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC2","Air transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC21","Passenger (Air)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC22","Freight (Air)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2021","","","","94"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA","Business","A","Annual","A","Annual","USM","Million US dollar","2021","","","","12"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA1","Acquisition of goods and services by border, seasonal, and other short-term workers","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA2","Other (Business)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","12"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB","Personal","A","Annual","A","Annual","USM","Million US dollar","2021","","","","82"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB2","Education-related","A","Annual","A","Annual","USM","Million US dollar","2021","","","","6"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB3","Other (Personal)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","76"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF1","Direct insurance","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF2","Reinsurance","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG12","Underwriting and private placement services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG15","Financial advisory and custody services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG16","Securities lending, electronic funds transfer, and","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","13"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH1","Franchises and trademarks licensing fees","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH11","Trademarks","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH12","Franchise fees","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH2","Licences for the use of outcomes of research and development","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH3","Licences to reproduce and/or distribute computer software","A","Annual","A","Annual","USM","Million US dollar","2021","","","","8"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH413","Broadcasting and recording of live events","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","79"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI1","Telecommunications services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","7"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI2","Computer services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","71"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI221","Cloud computing and data storage services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI3","Information services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI32","Other information services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","202"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ11","Work undertaken on a systematic basis to increase the stock of knowledge","A","Annual","A","Annual","USM","Million US dollar","2021","","","","19"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ111","Provision of customized and non-customized research and development services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","19"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ112","Sale of proprietary rights arising from research and development","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ2","Professional and management consulting services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","107"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ21","Legal, accounting, management consulting, and public relations services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","80"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ211","Legal services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ212","Accounting, auditing, bookkeeping, and tax consulting services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ213","Business and management consulting and public relations services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","75"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ22","Advertising, market research, and public opinion polling services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","27"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ221","Advertising services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","26"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ222","Market research and public opinion polling service","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ22Z","Of which: Convention, trade-fair and exhibition organization services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ31","Architectural, engineering, scientific, and other technical services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ311","Architectural services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ312","Engineering services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ313","Scientific and other technical services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ32","Waste treatment and de-pollution, agricultural and mining services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ321","Waste treatment and de-pollution","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ322","Services incidental to agriculture, forestry and fishing","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ323","Services incidental to mining, and oil and gas extraction","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ33","Operating leasing services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ34","Trade-related services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","15"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK11Z","Of which: Audio-visual originals","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK12","Artistic related services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK23","Heritage and recreational services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","33"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","642","ROM","Romania","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","461"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1710"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SB","Maintenance and repair services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","258"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC1","Sea transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","168"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC12","Freight (Sea)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","142"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC13","Other (Sea)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","26"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC2","Air transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","90"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC21","Passenger (Air)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","61"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC22","Freight (Air)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","28"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2021","","","","142"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA","Business","A","Annual","A","Annual","USM","Million US dollar","2021","","","","62"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA1","Acquisition of goods and services by border, seasonal, and other short-term workers","A","Annual","A","Annual","USM","Million US dollar","2021","","","","49"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA2","Other (Business)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","13"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB","Personal","A","Annual","A","Annual","USM","Million US dollar","2021","","","","80"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","643","RUS","Russian Federation","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB1","Health-related","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
